ID_Vulnerabilidade,ID_Ativo,Severidade,Data_Detectada,Status_Correção
VUL008558,ATV00260,Alta,2025-05-12,Não Corrigida
VUL008559,ATV00633,Crítica,2025-02-01,Corrigida
VUL008560,ATV00218,Baixa,2025-02-08,Em Progresso
VUL008561,ATV00901,Crítica,2025-02-25,Corrigida
VUL008562,ATV00034,Média,2025-03-24,Não Corrigida
VUL008563,ATV00548,Baixa,2024-12-20,Não Corrigida
VUL008564,ATV00642,Baixa,2025-01-31,Corrigida
VUL008565,ATV00117,Alta,2025-02-28,Em Progresso
VUL008566,ATV00437,Crítica,2025-05-08,Em Progresso
VUL008567,ATV00061,Alta,2025-01-02,Em Progresso
VUL008568,ATV00284,Alta,2025-03-18,Não Corrigida
VUL008569,ATV00604,Crítica,2025-04-17,Em Progresso
VUL008570,ATV00138,Crítica,2025-03-28,Não Corrigida
VUL008571,ATV00606,Média,2024-12-21,Corrigida
VUL008572,ATV00115,Crítica,2025-03-09,Não Corrigida
VUL008573,ATV00631,Média,2025-03-16,Não Corrigida
VUL008574,ATV00044,Baixa,2025-03-25,Em Progresso
VUL008575,ATV00414,Alta,2024-12-05,Corrigida
VUL008576,ATV00984,Baixa,2025-04-21,Em Progresso
VUL008577,ATV00163,Alta,2024-12-10,Não Corrigida
VUL008578,ATV00117,Baixa,2025-03-17,Corrigida
VUL008579,ATV00719,Crítica,2025-03-20,Não Corrigida
VUL008580,ATV00753,Média,2025-01-19,Em Progresso
VUL008581,ATV00907,Média,2025-03-05,Não Corrigida
VUL008582,ATV00494,Alta,2025-02-18,Não Corrigida
VUL008583,ATV00412,Baixa,2025-03-26,Não Corrigida
VUL008584,ATV00135,Baixa,2025-03-10,Em Progresso
VUL008585,ATV00230,Baixa,2025-01-26,Não Corrigida
VUL008586,ATV00796,Crítica,2025-05-04,Em Progresso
VUL008587,ATV00121,Média,2025-02-19,Em Progresso
VUL008588,ATV00916,Baixa,2024-11-28,Não Corrigida
VUL008589,ATV00379,Crítica,2025-01-15,Não Corrigida
VUL008590,ATV00697,Média,2025-03-06,Não Corrigida
VUL008591,ATV00664,Média,2025-04-26,Em Progresso
VUL008592,ATV00434,Crítica,2025-05-07,Não Corrigida
VUL008593,ATV00792,Baixa,2025-02-09,Em Progresso
VUL008594,ATV00819,Crítica,2025-05-08,Em Progresso
VUL008595,ATV00082,Média,2025-02-01,Não Corrigida
VUL008596,ATV00879,Baixa,2024-12-08,Corrigida
VUL008597,ATV00390,Crítica,2024-11-25,Corrigida
VUL008598,ATV00360,Média,2024-11-29,Não Corrigida
VUL008599,ATV00737,Crítica,2025-04-01,Não Corrigida
VUL008600,ATV00590,Alta,2025-02-03,Corrigida
VUL008601,ATV00209,Alta,2025-01-03,Em Progresso
VUL008602,ATV00981,Baixa,2025-03-23,Não Corrigida
VUL008603,ATV00396,Crítica,2025-04-26,Em Progresso
VUL008604,ATV00699,Alta,2025-03-14,Em Progresso
VUL008605,ATV00796,Baixa,2025-03-07,Em Progresso
VUL008606,ATV00367,Baixa,2025-03-13,Não Corrigida
VUL008607,ATV00635,Média,2025-03-06,Corrigida
VUL008608,ATV00808,Alta,2025-02-14,Não Corrigida
VUL008609,ATV00767,Crítica,2025-04-30,Não Corrigida
VUL008610,ATV00372,Média,2024-12-30,Não Corrigida
VUL008611,ATV00170,Média,2025-03-26,Em Progresso
VUL008612,ATV00505,Crítica,2025-04-18,Corrigida
VUL008613,ATV00806,Alta,2024-12-24,Não Corrigida
VUL008614,ATV00683,Baixa,2025-04-02,Não Corrigida
VUL008615,ATV00187,Baixa,2025-01-26,Corrigida
VUL008616,ATV00239,Alta,2024-11-27,Não Corrigida
VUL008617,ATV00638,Alta,2025-03-16,Em Progresso
VUL008618,ATV00743,Crítica,2025-03-26,Corrigida
VUL008619,ATV00603,Média,2025-01-20,Não Corrigida
VUL008620,ATV00847,Média,2025-04-30,Não Corrigida
VUL008621,ATV00165,Crítica,2025-05-01,Não Corrigida
VUL008622,ATV00855,Média,2025-01-11,Em Progresso
VUL008623,ATV00603,Média,2025-02-20,Corrigida
VUL008624,ATV00953,Alta,2025-01-31,Não Corrigida
VUL008625,ATV00340,Média,2025-04-09,Não Corrigida
VUL008626,ATV00388,Baixa,2025-02-06,Em Progresso
VUL008627,ATV00840,Média,2025-03-13,Corrigida
VUL008628,ATV00897,Alta,2024-11-29,Não Corrigida
VUL008629,ATV00047,Média,2024-11-24,Corrigida
VUL008630,ATV00598,Média,2025-01-01,Em Progresso
VUL008631,ATV00623,Média,2025-02-18,Não Corrigida
VUL008632,ATV00352,Crítica,2025-05-08,Em Progresso
VUL008633,ATV00709,Baixa,2024-12-04,Corrigida
VUL008634,ATV00515,Média,2025-04-07,Corrigida
VUL008635,ATV00566,Crítica,2025-01-07,Em Progresso
VUL008636,ATV00876,Média,2025-04-07,Em Progresso
VUL008637,ATV00122,Crítica,2025-05-10,Não Corrigida
VUL008638,ATV00128,Alta,2025-03-31,Em Progresso
VUL008639,ATV00267,Crítica,2025-01-07,Em Progresso
VUL008640,ATV00721,Média,2025-02-11,Corrigida
VUL008641,ATV00324,Crítica,2025-02-05,Corrigida
VUL008642,ATV00346,Média,2024-11-27,Corrigida
VUL008643,ATV00768,Baixa,2025-02-24,Em Progresso
VUL008644,ATV00757,Baixa,2025-03-27,Corrigida
VUL008645,ATV00707,Crítica,2025-02-02,Corrigida
VUL008646,ATV00956,Baixa,2025-01-27,Não Corrigida
VUL008647,ATV00547,Média,2025-04-19,Corrigida
VUL008648,ATV00868,Crítica,2025-03-04,Em Progresso
VUL008649,ATV00724,Alta,2025-03-19,Em Progresso
VUL008650,ATV00512,Alta,2024-11-25,Em Progresso
VUL008651,ATV00153,Crítica,2025-01-10,Em Progresso
VUL008652,ATV00191,Baixa,2024-11-24,Em Progresso
VUL008653,ATV00348,Crítica,2025-01-30,Em Progresso
VUL008654,ATV00229,Média,2025-03-23,Corrigida
VUL008655,ATV00116,Baixa,2025-03-25,Não Corrigida
VUL008656,ATV00113,Média,2025-04-26,Não Corrigida
VUL008657,ATV00508,Alta,2025-04-20,Corrigida
VUL008658,ATV00506,Alta,2025-01-08,Em Progresso
VUL008659,ATV00704,Crítica,2025-03-12,Corrigida
VUL008660,ATV00537,Média,2025-01-21,Corrigida
VUL008661,ATV00964,Crítica,2025-01-19,Não Corrigida
VUL008662,ATV00666,Baixa,2025-01-12,Corrigida
VUL008663,ATV00882,Média,2025-02-17,Em Progresso
VUL008664,ATV00143,Média,2025-02-05,Corrigida
VUL008665,ATV00038,Alta,2025-04-16,Em Progresso
VUL008666,ATV00307,Média,2025-01-27,Não Corrigida
VUL008667,ATV00791,Alta,2025-02-02,Corrigida
VUL008668,ATV00808,Alta,2025-02-18,Em Progresso
VUL008669,ATV00265,Alta,2024-11-24,Corrigida
VUL008670,ATV00489,Crítica,2024-12-29,Em Progresso
VUL008671,ATV00744,Média,2025-04-25,Não Corrigida
VUL008672,ATV00914,Baixa,2025-03-27,Não Corrigida
VUL008673,ATV00300,Baixa,2025-04-23,Corrigida
VUL008674,ATV00291,Crítica,2025-04-23,Não Corrigida
VUL008675,ATV00867,Alta,2025-03-11,Corrigida
VUL008676,ATV00729,Média,2024-12-14,Não Corrigida
VUL008677,ATV00795,Média,2025-05-06,Corrigida
VUL008678,ATV00968,Crítica,2025-04-02,Corrigida
VUL008679,ATV00107,Alta,2025-04-29,Não Corrigida
VUL008680,ATV00757,Crítica,2025-03-22,Não Corrigida
VUL008681,ATV00120,Média,2025-02-15,Corrigida
VUL008682,ATV00467,Alta,2025-04-18,Não Corrigida
VUL008683,ATV00793,Baixa,2025-02-14,Em Progresso
VUL008684,ATV00321,Alta,2025-03-22,Em Progresso
VUL008685,ATV00341,Baixa,2025-01-11,Em Progresso
VUL008686,ATV00908,Alta,2024-12-16,Corrigida
VUL008687,ATV00313,Alta,2025-02-14,Corrigida
VUL008688,ATV00848,Baixa,2024-11-28,Não Corrigida
VUL008689,ATV00678,Média,2025-03-01,Corrigida
VUL008690,ATV00183,Alta,2024-12-01,Em Progresso
VUL008691,ATV00592,Alta,2025-04-24,Corrigida
VUL008692,ATV00529,Alta,2025-02-16,Em Progresso
VUL008693,ATV00541,Crítica,2025-01-02,Corrigida
VUL008694,ATV00694,Baixa,2025-02-24,Não Corrigida
VUL008695,ATV00025,Média,2025-03-23,Em Progresso
VUL008696,ATV00949,Alta,2025-01-31,Corrigida
VUL008697,ATV00132,Alta,2025-02-14,Não Corrigida
VUL008698,ATV00977,Alta,2025-02-24,Em Progresso
VUL008699,ATV00790,Baixa,2025-04-29,Em Progresso
VUL008700,ATV00595,Média,2024-12-02,Não Corrigida
VUL008701,ATV00138,Crítica,2025-02-07,Corrigida
VUL008702,ATV00701,Alta,2025-04-06,Não Corrigida
VUL008703,ATV00581,Alta,2024-12-03,Em Progresso
VUL008704,ATV00944,Crítica,2025-01-26,Em Progresso
VUL008705,ATV00033,Alta,2024-11-28,Corrigida
VUL008706,ATV00160,Crítica,2025-03-06,Não Corrigida
VUL008707,ATV00756,Média,2025-01-04,Em Progresso
VUL008708,ATV00564,Baixa,2025-05-03,Não Corrigida
VUL008709,ATV00598,Baixa,2025-03-23,Corrigida
VUL008710,ATV00137,Crítica,2025-03-07,Em Progresso
VUL008711,ATV00306,Crítica,2025-03-28,Em Progresso
VUL008712,ATV00765,Média,2025-01-03,Corrigida
VUL008713,ATV00806,Baixa,2025-01-24,Não Corrigida
VUL008714,ATV00974,Alta,2025-03-19,Em Progresso
VUL008715,ATV00383,Crítica,2025-02-01,Em Progresso
VUL008716,ATV00313,Média,2025-01-19,Em Progresso
VUL008717,ATV00385,Baixa,2025-04-22,Não Corrigida
VUL008718,ATV00931,Média,2024-12-14,Corrigida
VUL008719,ATV00369,Alta,2025-02-04,Em Progresso
VUL008720,ATV00137,Média,2025-03-08,Corrigida
VUL008721,ATV00995,Crítica,2025-01-06,Corrigida
VUL008722,ATV00051,Média,2024-12-03,Em Progresso
VUL008723,ATV00721,Crítica,2025-03-12,Em Progresso
VUL008724,ATV00932,Baixa,2025-04-24,Corrigida
VUL008725,ATV00354,Média,2025-03-02,Não Corrigida
VUL008726,ATV00100,Crítica,2025-03-22,Corrigida
VUL008727,ATV00499,Média,2025-02-07,Corrigida
VUL008728,ATV00910,Baixa,2025-01-09,Em Progresso
VUL008729,ATV00858,Crítica,2025-05-05,Corrigida
VUL008730,ATV00016,Crítica,2025-01-21,Em Progresso
VUL008731,ATV00434,Crítica,2024-12-19,Corrigida
VUL008732,ATV00368,Alta,2025-03-10,Corrigida
VUL008733,ATV00088,Média,2024-12-24,Corrigida
VUL008734,ATV00442,Crítica,2025-03-03,Em Progresso
VUL008735,ATV00584,Alta,2025-01-13,Corrigida
VUL008736,ATV00250,Média,2024-12-04,Não Corrigida
VUL008737,ATV00415,Média,2025-02-14,Corrigida
VUL008738,ATV00962,Alta,2024-11-23,Não Corrigida
VUL008739,ATV00548,Alta,2025-05-05,Em Progresso
VUL008740,ATV00790,Baixa,2025-02-19,Em Progresso
VUL008741,ATV00562,Crítica,2025-04-26,Em Progresso
VUL008742,ATV00223,Alta,2025-04-14,Não Corrigida
VUL008743,ATV00451,Baixa,2025-02-03,Não Corrigida
VUL008744,ATV00066,Alta,2025-01-13,Corrigida
VUL008745,ATV00440,Média,2025-03-28,Corrigida
VUL008746,ATV00783,Crítica,2025-03-18,Não Corrigida
VUL008747,ATV00059,Crítica,2024-12-18,Corrigida
VUL008748,ATV00620,Média,2025-01-11,Em Progresso
VUL008749,ATV00580,Baixa,2025-02-05,Em Progresso
VUL008750,ATV00196,Alta,2025-03-13,Corrigida
VUL008751,ATV00595,Crítica,2025-04-12,Não Corrigida
VUL008752,ATV00238,Baixa,2024-12-04,Em Progresso
VUL008753,ATV00273,Média,2024-12-28,Corrigida
VUL008754,ATV00921,Baixa,2024-11-29,Corrigida
VUL008755,ATV00952,Alta,2025-03-16,Corrigida
VUL008756,ATV00914,Baixa,2024-11-25,Corrigida
VUL008757,ATV00175,Baixa,2025-04-03,Em Progresso
VUL008758,ATV00919,Alta,2025-01-14,Não Corrigida
VUL008759,ATV00608,Alta,2025-04-20,Não Corrigida
VUL008760,ATV00396,Alta,2025-03-10,Corrigida
VUL008761,ATV00924,Baixa,2025-04-20,Corrigida
VUL008762,ATV00556,Média,2025-04-12,Em Progresso
VUL008763,ATV00892,Baixa,2025-04-07,Corrigida
VUL008764,ATV00679,Crítica,2025-01-18,Corrigida
VUL008765,ATV00125,Crítica,2025-03-29,Em Progresso
VUL008766,ATV00745,Média,2025-02-28,Corrigida
VUL008767,ATV00254,Alta,2025-02-05,Corrigida
VUL008768,ATV00830,Crítica,2025-01-22,Em Progresso
VUL008769,ATV00464,Média,2024-11-26,Corrigida
VUL008770,ATV00205,Média,2025-03-02,Não Corrigida
VUL008771,ATV00410,Crítica,2025-02-26,Não Corrigida
VUL008772,ATV00893,Crítica,2025-03-22,Não Corrigida
VUL008773,ATV00194,Baixa,2025-04-10,Corrigida
VUL008774,ATV00744,Média,2025-01-27,Em Progresso
VUL008775,ATV00539,Média,2025-03-26,Não Corrigida
VUL008776,ATV00744,Alta,2024-11-27,Não Corrigida
VUL008777,ATV00206,Média,2025-04-05,Corrigida
VUL008778,ATV00768,Alta,2025-01-05,Em Progresso
VUL008779,ATV00826,Alta,2024-12-11,Em Progresso
VUL008780,ATV00082,Média,2025-03-11,Corrigida
VUL008781,ATV00615,Crítica,2025-05-12,Não Corrigida
VUL008782,ATV00855,Baixa,2025-03-21,Corrigida
VUL008783,ATV00936,Baixa,2025-05-03,Corrigida
VUL008784,ATV00749,Média,2024-12-10,Corrigida
VUL008785,ATV00033,Crítica,2025-02-10,Em Progresso
VUL008786,ATV00343,Alta,2025-03-10,Em Progresso
VUL008787,ATV00478,Crítica,2025-02-28,Corrigida
VUL008788,ATV00436,Baixa,2025-02-14,Corrigida
VUL008789,ATV00430,Alta,2024-12-06,Corrigida
VUL008790,ATV00497,Crítica,2025-03-17,Em Progresso
VUL008791,ATV00797,Crítica,2025-05-07,Corrigida
VUL008792,ATV00287,Alta,2025-02-13,Em Progresso
VUL008793,ATV00509,Média,2024-12-16,Em Progresso
VUL008794,ATV00658,Baixa,2025-04-23,Não Corrigida
VUL008795,ATV00653,Alta,2025-05-08,Em Progresso
VUL008796,ATV00635,Alta,2025-04-25,Corrigida
VUL008797,ATV00482,Baixa,2025-02-05,Não Corrigida
VUL008798,ATV00743,Crítica,2024-12-16,Corrigida
VUL008799,ATV00003,Alta,2024-12-16,Corrigida
VUL008800,ATV00530,Média,2025-03-03,Em Progresso
VUL008801,ATV00985,Alta,2025-04-04,Corrigida
VUL008802,ATV00239,Crítica,2025-03-09,Em Progresso
VUL008803,ATV00718,Média,2025-03-24,Em Progresso
VUL008804,ATV00929,Baixa,2025-02-26,Corrigida
VUL008805,ATV00661,Média,2025-05-11,Em Progresso
VUL008806,ATV00041,Crítica,2025-05-01,Corrigida
VUL008807,ATV00777,Média,2025-03-30,Não Corrigida
VUL008808,ATV00754,Média,2025-03-18,Não Corrigida
VUL008809,ATV00108,Média,2025-02-16,Corrigida
VUL008810,ATV00764,Baixa,2025-03-16,Corrigida
VUL008811,ATV00198,Alta,2025-03-26,Não Corrigida
VUL008812,ATV00963,Média,2025-03-08,Corrigida
VUL008813,ATV00305,Média,2025-03-21,Corrigida
VUL008814,ATV00931,Média,2025-04-30,Não Corrigida
VUL008815,ATV00314,Crítica,2024-12-24,Não Corrigida
VUL008816,ATV00277,Alta,2024-12-02,Em Progresso
VUL008817,ATV00755,Média,2025-02-18,Em Progresso
VUL008818,ATV00831,Média,2024-11-25,Em Progresso
VUL008819,ATV00338,Crítica,2025-03-31,Corrigida
VUL008820,ATV00481,Alta,2025-04-13,Não Corrigida
VUL008821,ATV00445,Crítica,2024-11-28,Corrigida
VUL008822,ATV00512,Alta,2024-11-25,Corrigida
VUL008823,ATV00608,Média,2025-04-19,Não Corrigida
VUL008824,ATV00720,Crítica,2025-01-04,Em Progresso
VUL008825,ATV00393,Alta,2025-05-02,Em Progresso
VUL008826,ATV00859,Baixa,2025-02-18,Não Corrigida
VUL008827,ATV00078,Alta,2025-02-08,Não Corrigida
VUL008828,ATV00877,Média,2025-03-23,Não Corrigida
VUL008829,ATV00068,Crítica,2025-01-22,Em Progresso
VUL008830,ATV00568,Alta,2025-02-03,Não Corrigida
VUL008831,ATV00275,Média,2024-11-23,Corrigida
VUL008832,ATV00847,Alta,2025-04-24,Em Progresso
VUL008833,ATV00997,Crítica,2025-01-30,Corrigida
VUL008834,ATV00419,Média,2024-12-23,Não Corrigida
VUL008835,ATV00231,Baixa,2025-02-16,Corrigida
VUL008836,ATV00146,Baixa,2025-03-23,Não Corrigida
VUL008837,ATV00113,Média,2025-05-08,Corrigida
VUL008838,ATV00478,Baixa,2025-04-26,Não Corrigida
VUL008839,ATV00991,Crítica,2025-01-31,Corrigida
VUL008840,ATV00814,Média,2025-01-10,Não Corrigida
VUL008841,ATV00989,Crítica,2025-04-07,Corrigida
VUL008842,ATV00909,Crítica,2025-03-03,Corrigida
VUL008843,ATV00522,Média,2024-12-26,Não Corrigida
VUL008844,ATV00717,Crítica,2025-02-19,Em Progresso
VUL008845,ATV00156,Média,2024-12-29,Corrigida
VUL008846,ATV00262,Média,2025-02-08,Corrigida
VUL008847,ATV00622,Baixa,2024-12-31,Corrigida
VUL008848,ATV00650,Crítica,2024-12-21,Em Progresso
VUL008849,ATV00788,Crítica,2025-02-12,Não Corrigida
VUL008850,ATV00158,Média,2025-02-02,Em Progresso
VUL008851,ATV00570,Crítica,2025-01-12,Não Corrigida
VUL008852,ATV00832,Baixa,2025-01-15,Em Progresso
VUL008853,ATV00024,Média,2025-02-26,Não Corrigida
VUL008854,ATV00051,Baixa,2025-03-30,Em Progresso
VUL008855,ATV00541,Média,2024-12-30,Em Progresso
VUL008856,ATV00496,Alta,2025-04-12,Corrigida
VUL008857,ATV00541,Crítica,2025-04-19,Não Corrigida
VUL008858,ATV00946,Crítica,2025-04-22,Em Progresso
VUL008859,ATV00070,Alta,2025-02-18,Não Corrigida
VUL008860,ATV00387,Crítica,2025-01-23,Não Corrigida
VUL008861,ATV00030,Alta,2024-11-29,Corrigida
VUL008862,ATV00051,Média,2025-04-16,Não Corrigida
VUL008863,ATV00503,Baixa,2025-02-24,Corrigida
VUL008864,ATV00173,Baixa,2025-03-25,Corrigida
VUL008865,ATV00957,Baixa,2025-03-02,Em Progresso
VUL008866,ATV00286,Alta,2024-12-10,Não Corrigida
VUL008867,ATV00269,Média,2025-04-14,Corrigida
VUL008868,ATV00942,Baixa,2024-12-01,Não Corrigida
VUL008869,ATV00388,Média,2025-01-03,Corrigida
VUL008870,ATV00313,Crítica,2025-02-09,Não Corrigida
VUL008871,ATV00145,Alta,2025-02-23,Corrigida
VUL008872,ATV00730,Baixa,2025-04-11,Corrigida
VUL008873,ATV00600,Crítica,2024-12-10,Corrigida
VUL008874,ATV00543,Alta,2024-12-15,Em Progresso
VUL008875,ATV00818,Média,2024-11-28,Não Corrigida
VUL008876,ATV00566,Baixa,2025-04-29,Não Corrigida
VUL008877,ATV00736,Baixa,2024-12-26,Em Progresso
VUL008878,ATV00980,Baixa,2025-04-19,Não Corrigida
VUL008879,ATV00801,Alta,2025-01-12,Corrigida
VUL008880,ATV00028,Baixa,2024-12-22,Não Corrigida
VUL008881,ATV00882,Crítica,2024-12-09,Corrigida
VUL008882,ATV00809,Média,2025-04-26,Corrigida
VUL008883,ATV00608,Alta,2024-11-24,Não Corrigida
VUL008884,ATV00182,Alta,2025-01-30,Corrigida
VUL008885,ATV00406,Média,2025-04-26,Em Progresso
VUL008886,ATV00249,Crítica,2025-03-01,Corrigida
VUL008887,ATV00715,Média,2025-02-03,Corrigida
VUL008888,ATV00993,Alta,2025-01-23,Corrigida
VUL008889,ATV00379,Média,2025-01-20,Em Progresso
VUL008890,ATV00042,Baixa,2025-02-24,Não Corrigida
VUL008891,ATV00982,Alta,2025-02-06,Em Progresso
VUL008892,ATV00533,Crítica,2025-02-23,Em Progresso
VUL008893,ATV00057,Crítica,2025-03-22,Corrigida
VUL008894,ATV00149,Média,2025-03-21,Não Corrigida
VUL008895,ATV00213,Crítica,2025-04-24,Não Corrigida
VUL008896,ATV00272,Baixa,2025-04-09,Não Corrigida
VUL008897,ATV00262,Crítica,2024-12-04,Em Progresso
VUL008898,ATV00046,Crítica,2024-12-21,Em Progresso
VUL008899,ATV00122,Baixa,2024-12-25,Não Corrigida
VUL008900,ATV00046,Crítica,2025-03-27,Em Progresso
VUL008901,ATV00298,Baixa,2025-03-06,Em Progresso
VUL008902,ATV00842,Alta,2025-02-08,Em Progresso
VUL008903,ATV00528,Alta,2025-02-28,Em Progresso
VUL008904,ATV00242,Baixa,2025-04-12,Não Corrigida
VUL008905,ATV00897,Média,2025-01-19,Corrigida
VUL008906,ATV00171,Alta,2024-12-05,Não Corrigida
VUL008907,ATV00090,Média,2025-02-18,Corrigida
VUL008908,ATV00358,Média,2025-05-12,Não Corrigida
VUL008909,ATV00618,Crítica,2025-02-22,Em Progresso
VUL008910,ATV00816,Baixa,2025-03-13,Não Corrigida
VUL008911,ATV00488,Alta,2025-05-05,Não Corrigida
VUL008912,ATV00351,Média,2025-02-22,Não Corrigida
VUL008913,ATV00615,Crítica,2024-12-10,Corrigida
VUL008914,ATV00812,Baixa,2025-01-11,Corrigida
VUL008915,ATV00962,Média,2025-05-10,Não Corrigida
VUL008916,ATV00932,Crítica,2025-03-28,Não Corrigida
VUL008917,ATV00391,Baixa,2024-12-09,Corrigida
VUL008918,ATV00983,Alta,2025-04-06,Não Corrigida
VUL008919,ATV00884,Alta,2025-04-24,Não Corrigida
VUL008920,ATV00494,Crítica,2024-12-12,Em Progresso
VUL008921,ATV00296,Alta,2024-12-17,Não Corrigida
VUL008922,ATV00896,Alta,2025-03-31,Corrigida
VUL008923,ATV00730,Baixa,2025-03-28,Não Corrigida
VUL008924,ATV00717,Alta,2025-03-13,Em Progresso
VUL008925,ATV00541,Baixa,2025-03-09,Corrigida
VUL008926,ATV00037,Crítica,2025-02-07,Em Progresso
VUL008927,ATV00847,Alta,2024-12-03,Em Progresso
VUL008928,ATV00821,Alta,2024-12-23,Em Progresso
VUL008929,ATV00918,Média,2025-03-31,Não Corrigida
VUL008930,ATV00525,Crítica,2025-02-04,Em Progresso
VUL008931,ATV00797,Baixa,2024-12-17,Em Progresso
VUL008932,ATV00299,Crítica,2025-01-07,Não Corrigida
VUL008933,ATV00572,Média,2024-12-06,Não Corrigida
VUL008934,ATV00634,Crítica,2024-12-17,Não Corrigida
VUL008935,ATV00860,Média,2025-02-14,Não Corrigida
VUL008936,ATV00039,Crítica,2025-01-28,Não Corrigida
VUL008937,ATV00008,Baixa,2025-01-09,Corrigida
VUL008938,ATV00353,Média,2025-02-04,Corrigida
VUL008939,ATV00805,Média,2025-01-25,Corrigida
VUL008940,ATV00046,Baixa,2025-03-06,Não Corrigida
VUL008941,ATV00978,Crítica,2025-03-07,Em Progresso
VUL008942,ATV00510,Média,2024-12-03,Não Corrigida
VUL008943,ATV00716,Alta,2025-01-29,Não Corrigida
VUL008944,ATV00281,Crítica,2025-02-02,Em Progresso
VUL008945,ATV00879,Média,2025-03-22,Em Progresso
VUL008946,ATV00010,Crítica,2024-11-29,Não Corrigida
VUL008947,ATV00572,Baixa,2025-03-03,Não Corrigida
VUL008948,ATV00903,Média,2025-03-10,Não Corrigida
VUL008949,ATV00302,Média,2024-12-23,Corrigida
VUL008950,ATV00567,Alta,2025-01-11,Em Progresso
VUL008951,ATV00637,Baixa,2025-02-01,Corrigida
VUL008952,ATV00814,Crítica,2025-01-26,Corrigida
VUL008953,ATV00613,Alta,2025-04-28,Não Corrigida
VUL008954,ATV00595,Média,2025-03-11,Não Corrigida
VUL008955,ATV00186,Alta,2025-03-09,Em Progresso
VUL008956,ATV00697,Alta,2025-03-17,Em Progresso
VUL008957,ATV00834,Crítica,2025-01-24,Corrigida
VUL008958,ATV00752,Crítica,2025-05-12,Não Corrigida
VUL008959,ATV00242,Alta,2025-03-16,Corrigida
VUL008960,ATV00326,Alta,2025-01-06,Corrigida
VUL008961,ATV00107,Média,2025-01-08,Não Corrigida
VUL008962,ATV00540,Baixa,2025-05-11,Não Corrigida
VUL008963,ATV00704,Baixa,2025-01-29,Corrigida
VUL008964,ATV00813,Média,2025-02-15,Corrigida
VUL008965,ATV00022,Alta,2025-03-12,Em Progresso
VUL008966,ATV00971,Baixa,2024-12-03,Não Corrigida
VUL008967,ATV00863,Crítica,2025-04-02,Não Corrigida
VUL008968,ATV00198,Crítica,2025-03-23,Em Progresso
VUL008969,ATV00794,Alta,2025-01-14,Corrigida
VUL008970,ATV00580,Baixa,2025-02-27,Em Progresso
VUL008971,ATV00461,Alta,2025-05-04,Em Progresso
VUL008972,ATV00218,Crítica,2025-03-17,Em Progresso
VUL008973,ATV00292,Baixa,2025-01-13,Não Corrigida
VUL008974,ATV00841,Média,2025-03-31,Corrigida
VUL008975,ATV00278,Crítica,2025-02-22,Em Progresso
VUL008976,ATV00313,Crítica,2025-04-29,Corrigida
VUL008977,ATV00751,Baixa,2025-03-29,Não Corrigida
VUL008978,ATV00762,Baixa,2025-04-13,Corrigida
VUL008979,ATV00472,Baixa,2025-03-24,Em Progresso
VUL008980,ATV00290,Crítica,2025-03-13,Corrigida
VUL008981,ATV00167,Baixa,2024-12-16,Em Progresso
VUL008982,ATV00571,Baixa,2025-05-11,Não Corrigida
VUL008983,ATV00928,Média,2025-04-14,Não Corrigida
VUL008984,ATV00917,Baixa,2025-03-05,Não Corrigida
VUL008985,ATV00168,Crítica,2025-03-13,Não Corrigida
VUL008986,ATV00293,Média,2025-02-19,Não Corrigida
VUL008987,ATV00983,Alta,2025-02-01,Em Progresso
VUL008988,ATV00476,Média,2024-12-09,Não Corrigida
VUL008989,ATV00517,Baixa,2025-05-10,Em Progresso
VUL008990,ATV00333,Média,2025-01-31,Corrigida
VUL008991,ATV00025,Baixa,2025-03-03,Corrigida
VUL008992,ATV00376,Alta,2025-02-05,Em Progresso
VUL008993,ATV00090,Média,2024-12-04,Não Corrigida
VUL008994,ATV00298,Alta,2025-04-10,Em Progresso
VUL008995,ATV00747,Alta,2025-05-04,Corrigida
VUL008996,ATV00564,Média,2024-12-10,Em Progresso
VUL008997,ATV00136,Alta,2024-12-26,Não Corrigida
VUL008998,ATV00213,Crítica,2025-04-01,Não Corrigida
VUL008999,ATV00996,Média,2025-04-21,Corrigida
VUL009000,ATV00603,Alta,2025-01-16,Em Progresso
VUL009001,ATV00218,Crítica,2024-11-24,Corrigida
VUL009002,ATV00402,Crítica,2024-11-25,Em Progresso
VUL009003,ATV00007,Média,2024-11-27,Corrigida
VUL009004,ATV00663,Alta,2024-12-13,Corrigida
VUL009005,ATV00376,Média,2025-04-06,Corrigida
VUL009006,ATV00651,Alta,2025-03-05,Não Corrigida
VUL009007,ATV00728,Baixa,2025-02-15,Não Corrigida
VUL009008,ATV00316,Alta,2024-12-17,Em Progresso
VUL009009,ATV00320,Média,2024-12-06,Não Corrigida
VUL009010,ATV00827,Alta,2025-02-06,Em Progresso
VUL009011,ATV00194,Crítica,2024-12-01,Corrigida
VUL009012,ATV00758,Alta,2024-12-03,Em Progresso
VUL009013,ATV00873,Alta,2025-01-16,Corrigida
VUL009014,ATV00125,Baixa,2025-02-17,Corrigida
VUL009015,ATV00464,Crítica,2025-02-25,Em Progresso
VUL009016,ATV00520,Média,2025-03-21,Não Corrigida
VUL009017,ATV00476,Alta,2025-04-22,Não Corrigida
VUL009018,ATV00663,Média,2025-02-25,Não Corrigida
VUL009019,ATV00865,Baixa,2025-04-13,Corrigida
