ID_Patch,ID_Ativo,Responsável,Data_Aplicação,Resultado
PTC006245,ATV00894,Marina,2025-03-01,Falha
PTC006246,ATV00444,Lucas,2025-03-08,Sucesso
PTC006247,ATV00396,João,2025-01-11,Sucesso
PTC006248,ATV00409,Marina,2025-04-14,Falha
PTC006249,ATV00663,Lucas,2025-02-06,Sucesso
PTC006250,ATV00544,Lucas,2025-05-10,Sucesso
PTC006251,ATV00419,Lucas,2024-12-18,Sucesso
PTC006252,ATV00503,Marina,2025-04-13,Falha
PTC006253,ATV00049,Fernanda,2024-11-30,Sucesso
PTC006254,ATV00499,Marina,2025-04-27,Falha
PTC006255,ATV00203,Carlos,2025-03-13,Sucesso
PTC006256,ATV00102,Marina,2025-02-25,Falha
PTC006257,ATV00924,Carlos,2025-04-22,Sucesso
PTC006258,ATV00858,João,2024-12-27,Falha
PTC006259,ATV00610,Carlos,2024-12-15,Falha
PTC006260,ATV00021,Carlos,2025-03-10,Falha
PTC006261,ATV00243,Marina,2025-03-03,Falha
PTC006262,ATV00738,Marina,2025-02-01,Sucesso
PTC006263,ATV00308,Lucas,2025-04-18,Sucesso
PTC006264,ATV00772,Carlos,2025-03-22,Falha
PTC006265,ATV00284,Carlos,2024-12-23,Sucesso
PTC006266,ATV00160,Fernanda,2024-12-13,Sucesso
PTC006267,ATV00914,Fernanda,2024-12-03,Sucesso
PTC006268,ATV00429,João,2024-12-31,Sucesso
PTC006269,ATV00955,João,2024-12-27,Falha
PTC006270,ATV00829,Fernanda,2025-02-04,Sucesso
PTC006271,ATV00735,Marina,2025-03-14,Falha
PTC006272,ATV00602,Lucas,2025-03-23,Sucesso
PTC006273,ATV00001,Lucas,2025-04-27,Sucesso
PTC006274,ATV00187,Carlos,2024-12-07,Falha
PTC006275,ATV00703,Marina,2025-01-09,Sucesso
PTC006276,ATV00877,Carlos,2025-02-16,Falha
PTC006277,ATV00769,Carlos,2024-11-26,Falha
PTC006278,ATV00445,Lucas,2025-01-22,Sucesso
PTC006279,ATV00101,Carlos,2024-11-25,Falha
PTC006280,ATV00623,Carlos,2025-01-03,Sucesso
PTC006281,ATV00208,Fernanda,2025-03-31,Falha
PTC006282,ATV00835,Carlos,2025-03-03,Falha
PTC006283,ATV00766,Marina,2024-11-24,Sucesso
PTC006284,ATV00379,João,2025-01-09,Sucesso
PTC006285,ATV00296,Lucas,2025-03-13,Falha
PTC006286,ATV00824,Lucas,2025-04-27,Falha
PTC006287,ATV00971,Fernanda,2025-05-03,Falha
PTC006288,ATV00149,Fernanda,2025-04-06,Falha
PTC006289,ATV00063,Carlos,2025-04-26,Falha
PTC006290,ATV00050,Fernanda,2025-04-23,Falha
PTC006291,ATV00592,João,2024-12-24,Sucesso
PTC006292,ATV00598,Marina,2024-11-25,Falha
PTC006293,ATV00885,Lucas,2024-11-29,Sucesso
PTC006294,ATV00846,Marina,2025-02-20,Sucesso
PTC006295,ATV00531,Lucas,2024-12-07,Falha
PTC006296,ATV00519,Carlos,2024-12-04,Falha
PTC006297,ATV00451,Marina,2025-04-07,Sucesso
PTC006298,ATV00508,Fernanda,2025-02-13,Sucesso
PTC006299,ATV00303,Lucas,2025-01-18,Falha
PTC006300,ATV00087,João,2024-12-27,Falha
PTC006301,ATV00475,João,2025-02-10,Sucesso
PTC006302,ATV00184,Fernanda,2025-02-02,Falha
PTC006303,ATV00058,João,2025-02-13,Falha
PTC006304,ATV00468,Lucas,2025-03-06,Falha
PTC006305,ATV00257,João,2025-05-22,Sucesso
PTC006306,ATV00760,João,2025-01-05,Falha
PTC006307,ATV00350,Carlos,2025-03-05,Falha
PTC006308,ATV00399,Fernanda,2025-02-27,Sucesso
PTC006309,ATV00647,João,2025-01-26,Sucesso
PTC006310,ATV00297,Carlos,2024-11-26,Falha
PTC006311,ATV00550,Carlos,2024-12-02,Falha
PTC006312,ATV00493,Marina,2025-02-16,Sucesso
PTC006313,ATV00107,Carlos,2025-01-08,Sucesso
PTC006314,ATV00659,João,2025-01-16,Sucesso
PTC006315,ATV00462,Lucas,2025-04-22,Sucesso
PTC006316,ATV00858,Marina,2024-12-17,Sucesso
PTC006317,ATV00947,Fernanda,2024-12-20,Falha
PTC006318,ATV00744,João,2025-01-29,Sucesso
PTC006319,ATV00500,João,2025-01-29,Falha
PTC006320,ATV00663,Fernanda,2025-04-21,Sucesso
PTC006321,ATV00424,Fernanda,2024-11-25,Falha
PTC006322,ATV00261,Fernanda,2024-12-17,Sucesso
PTC006323,ATV00203,Carlos,2025-01-26,Sucesso
PTC006324,ATV00104,Carlos,2025-02-25,Sucesso
PTC006325,ATV00898,Lucas,2025-02-01,Sucesso
PTC006326,ATV00322,Lucas,2025-05-10,Sucesso
PTC006327,ATV00599,Lucas,2025-01-31,Falha
PTC006328,ATV00707,Fernanda,2025-01-01,Falha
PTC006329,ATV00010,Marina,2025-05-01,Falha
PTC006330,ATV00536,Marina,2024-12-11,Sucesso
PTC006331,ATV00053,Carlos,2025-04-23,Falha
PTC006332,ATV00127,Lucas,2025-04-28,Sucesso
PTC006333,ATV00031,Marina,2024-12-04,Falha
PTC006334,ATV00628,João,2025-02-16,Sucesso
PTC006335,ATV00245,Lucas,2024-12-05,Sucesso
PTC006336,ATV00509,Carlos,2025-01-09,Sucesso
PTC006337,ATV00556,Fernanda,2024-12-16,Sucesso
PTC006338,ATV00620,Fernanda,2024-12-03,Sucesso
PTC006339,ATV00522,João,2025-01-25,Sucesso
PTC006340,ATV00014,João,2025-01-01,Sucesso
PTC006341,ATV00461,Carlos,2024-12-29,Sucesso
PTC006342,ATV00402,Carlos,2025-01-03,Falha
PTC006343,ATV00626,João,2025-02-26,Falha
PTC006344,ATV00148,Carlos,2025-03-03,Sucesso
PTC006345,ATV00083,Fernanda,2025-01-10,Sucesso
PTC006346,ATV00975,Carlos,2025-05-03,Sucesso
PTC006347,ATV00023,João,2024-11-28,Sucesso
PTC006348,ATV00985,João,2025-03-05,Falha
PTC006349,ATV00036,Carlos,2024-12-07,Falha
PTC006350,ATV00014,Fernanda,2025-02-04,Falha
PTC006351,ATV00011,Fernanda,2024-12-05,Sucesso
PTC006352,ATV00671,João,2025-02-09,Falha
PTC006353,ATV00863,Fernanda,2025-02-16,Sucesso
PTC006354,ATV00635,Fernanda,2025-03-14,Sucesso
PTC006355,ATV00420,Carlos,2025-01-09,Falha
PTC006356,ATV00493,Marina,2025-04-28,Falha
PTC006357,ATV00807,João,2024-12-28,Sucesso
PTC006358,ATV00848,João,2024-12-26,Falha
PTC006359,ATV00981,Lucas,2025-01-06,Falha
PTC006360,ATV00969,Lucas,2025-04-06,Falha
PTC006361,ATV00710,Carlos,2025-01-20,Sucesso
PTC006362,ATV00692,Carlos,2025-05-21,Falha
PTC006363,ATV00752,João,2025-03-29,Falha
PTC006364,ATV00178,Fernanda,2024-12-11,Falha
PTC006365,ATV00552,Marina,2025-02-11,Falha
PTC006366,ATV00796,Carlos,2024-12-06,Sucesso
PTC006367,ATV00497,Lucas,2025-03-11,Sucesso
PTC006368,ATV00855,Fernanda,2025-05-13,Falha
PTC006369,ATV00668,Fernanda,2025-01-15,Sucesso
PTC006370,ATV00587,Marina,2025-03-05,Sucesso
PTC006371,ATV00542,Fernanda,2025-05-19,Falha
PTC006372,ATV00823,Marina,2025-05-16,Falha
PTC006373,ATV00837,João,2025-01-09,Sucesso
PTC006374,ATV00059,João,2025-01-28,Falha
PTC006375,ATV00017,Marina,2025-01-31,Falha
PTC006376,ATV00124,Marina,2025-04-21,Falha
PTC006377,ATV00026,João,2024-11-26,Sucesso
PTC006378,ATV00764,João,2025-05-16,Falha
PTC006379,ATV00096,Lucas,2025-03-16,Falha
PTC006380,ATV00172,Fernanda,2025-01-16,Sucesso
PTC006381,ATV00332,Fernanda,2025-02-04,Falha
PTC006382,ATV00217,Fernanda,2025-04-08,Sucesso
PTC006383,ATV00229,Carlos,2025-01-21,Falha
PTC006384,ATV00972,Carlos,2024-12-24,Sucesso
PTC006385,ATV00161,Carlos,2024-12-20,Sucesso
PTC006386,ATV00217,Marina,2025-04-11,Sucesso
PTC006387,ATV00084,Fernanda,2024-12-19,Falha
PTC006388,ATV00332,Fernanda,2025-03-26,Falha
PTC006389,ATV00636,João,2025-04-07,Sucesso
PTC006390,ATV00037,Fernanda,2025-02-05,Falha
PTC006391,ATV00809,Marina,2025-02-11,Falha
PTC006392,ATV00223,Fernanda,2025-04-08,Sucesso
PTC006393,ATV00274,Lucas,2025-02-17,Sucesso
PTC006394,ATV00869,Carlos,2025-04-30,Falha
PTC006395,ATV00972,Marina,2025-04-16,Sucesso
PTC006396,ATV00780,Marina,2025-03-02,Sucesso
PTC006397,ATV00315,Fernanda,2025-02-24,Falha
PTC006398,ATV00971,Marina,2025-05-21,Falha
PTC006399,ATV00609,Fernanda,2025-03-11,Falha
PTC006400,ATV00180,Lucas,2025-03-15,Sucesso
PTC006401,ATV00713,João,2024-11-25,Sucesso
PTC006402,ATV00233,Carlos,2025-03-29,Sucesso
PTC006403,ATV00130,João,2025-05-02,Falha
PTC006404,ATV00546,Carlos,2024-11-23,Sucesso
PTC006405,ATV00162,Marina,2025-03-24,Falha
PTC006406,ATV00783,Fernanda,2024-12-26,Falha
PTC006407,ATV00105,Carlos,2025-02-23,Sucesso
PTC006408,ATV00175,Fernanda,2025-02-18,Falha
PTC006409,ATV00689,Marina,2025-02-04,Falha
PTC006410,ATV00275,João,2024-12-08,Falha
PTC006411,ATV00590,João,2025-01-18,Sucesso
PTC006412,ATV00556,Carlos,2024-12-20,Falha
PTC006413,ATV00920,Fernanda,2024-12-06,Falha
PTC006414,ATV00915,Lucas,2025-04-03,Falha
PTC006415,ATV00364,Lucas,2025-02-14,Falha
PTC006416,ATV00899,Lucas,2025-02-04,Falha
PTC006417,ATV00150,Fernanda,2025-01-24,Sucesso
PTC006418,ATV00699,Lucas,2025-04-20,Falha
PTC006419,ATV00540,Marina,2025-03-02,Falha
PTC006420,ATV00179,Marina,2025-04-13,Sucesso
PTC006421,ATV00967,Fernanda,2025-02-13,Falha
PTC006422,ATV00546,Fernanda,2025-05-01,Falha
PTC006423,ATV00527,Carlos,2025-03-30,Falha
PTC006424,ATV00854,Carlos,2025-02-24,Falha
PTC006425,ATV00053,Marina,2025-05-17,Falha
PTC006426,ATV00965,Fernanda,2025-03-08,Falha
PTC006427,ATV00615,Lucas,2025-05-17,Falha
PTC006428,ATV00342,Fernanda,2025-04-06,Falha
PTC006429,ATV00893,João,2025-02-13,Sucesso
PTC006430,ATV00939,Marina,2025-01-15,Falha
PTC006431,ATV00894,Lucas,2025-01-02,Sucesso
PTC006432,ATV00457,Lucas,2025-04-29,Sucesso
PTC006433,ATV00077,Fernanda,2025-01-03,Falha
PTC006434,ATV00903,João,2025-05-22,Falha
PTC006435,ATV00101,Carlos,2025-01-24,Falha
PTC006436,ATV00186,João,2024-12-20,Falha
PTC006437,ATV00533,João,2025-05-20,Sucesso
PTC006438,ATV00789,João,2025-01-03,Sucesso
PTC006439,ATV00728,João,2025-04-07,Falha
PTC006440,ATV00747,Lucas,2024-12-25,Sucesso
PTC006441,ATV00613,João,2025-01-09,Sucesso
PTC006442,ATV00994,Carlos,2025-02-06,Sucesso
PTC006443,ATV00130,João,2025-05-09,Sucesso
PTC006444,ATV00540,João,2024-11-27,Falha
PTC006445,ATV00343,João,2025-05-01,Sucesso
PTC006446,ATV00941,Carlos,2025-01-20,Sucesso
PTC006447,ATV00042,Fernanda,2024-11-30,Falha
PTC006448,ATV00446,Lucas,2024-12-30,Falha
PTC006449,ATV00226,João,2025-04-23,Sucesso
PTC006450,ATV00178,Fernanda,2024-12-07,Falha
PTC006451,ATV00769,João,2025-02-02,Falha
PTC006452,ATV00684,Fernanda,2025-05-19,Falha
PTC006453,ATV00315,Marina,2025-03-02,Sucesso
PTC006454,ATV00219,Marina,2025-01-15,Sucesso
PTC006455,ATV00702,Lucas,2024-12-14,Falha
PTC006456,ATV00924,Fernanda,2024-12-26,Sucesso
PTC006457,ATV00807,Lucas,2024-12-05,Falha
PTC006458,ATV00245,Fernanda,2025-02-06,Sucesso
PTC006459,ATV00726,Carlos,2025-01-18,Falha
PTC006460,ATV00678,Marina,2025-01-27,Sucesso
PTC006461,ATV00276,Carlos,2025-01-09,Sucesso
PTC006462,ATV00351,Fernanda,2024-12-22,Falha
PTC006463,ATV00173,Marina,2025-03-21,Sucesso
PTC006464,ATV00738,João,2025-05-15,Falha
PTC006465,ATV00267,João,2025-05-05,Falha
PTC006466,ATV00299,Fernanda,2025-01-08,Sucesso
PTC006467,ATV00599,Lucas,2025-02-22,Falha
PTC006468,ATV00732,Carlos,2025-03-04,Sucesso
PTC006469,ATV00106,Lucas,2024-12-20,Falha
PTC006470,ATV00216,Fernanda,2025-01-20,Falha
PTC006471,ATV00255,Fernanda,2025-04-06,Sucesso
PTC006472,ATV00858,Lucas,2025-01-06,Falha
PTC006473,ATV00111,Lucas,2025-04-01,Sucesso
PTC006474,ATV00822,Marina,2025-05-01,Sucesso
PTC006475,ATV00072,João,2025-01-02,Sucesso
PTC006476,ATV00353,João,2025-04-09,Sucesso
PTC006477,ATV00146,Fernanda,2025-04-07,Sucesso
PTC006478,ATV00244,Marina,2025-02-25,Falha
PTC006479,ATV00739,Fernanda,2025-02-09,Sucesso
PTC006480,ATV00362,João,2025-02-10,Falha
PTC006481,ATV00253,Fernanda,2025-02-25,Falha
PTC006482,ATV00530,Fernanda,2024-12-24,Sucesso
PTC006483,ATV00408,João,2025-03-22,Falha
PTC006484,ATV00438,João,2025-03-03,Sucesso
PTC006485,ATV00254,Lucas,2025-04-29,Sucesso
PTC006486,ATV00760,Marina,2025-03-11,Sucesso
PTC006487,ATV00437,João,2024-12-08,Sucesso
PTC006488,ATV00281,João,2024-12-20,Falha
PTC006489,ATV00389,João,2025-02-12,Sucesso
PTC006490,ATV00218,Fernanda,2025-04-06,Falha
PTC006491,ATV00366,João,2025-01-06,Falha
PTC006492,ATV00803,Fernanda,2025-03-11,Falha
PTC006493,ATV00143,Lucas,2025-03-30,Falha
PTC006494,ATV00957,Marina,2025-03-06,Sucesso
PTC006495,ATV00205,Marina,2025-02-01,Falha
PTC006496,ATV00192,Lucas,2025-03-10,Sucesso
PTC006497,ATV00187,Fernanda,2025-05-14,Falha
PTC006498,ATV00143,Lucas,2025-05-14,Falha
PTC006499,ATV00220,Carlos,2025-03-01,Sucesso
PTC006500,ATV00211,Carlos,2024-12-05,Falha
PTC006501,ATV00211,Carlos,2025-04-20,Falha
PTC006502,ATV00318,Marina,2025-04-26,Sucesso
PTC006503,ATV00035,Fernanda,2024-12-13,Sucesso
PTC006504,ATV00820,João,2025-05-18,Falha
PTC006505,ATV00186,Fernanda,2025-03-22,Sucesso
PTC006506,ATV00882,Carlos,2025-05-11,Falha
PTC006507,ATV00847,Fernanda,2025-02-05,Falha
PTC006508,ATV00203,Carlos,2024-12-17,Sucesso
PTC006509,ATV00083,João,2025-04-01,Sucesso
PTC006510,ATV00106,João,2025-04-22,Falha
PTC006511,ATV00725,Marina,2025-05-16,Falha
PTC006512,ATV00976,Fernanda,2025-01-24,Falha
PTC006513,ATV00725,Marina,2025-03-04,Sucesso
PTC006514,ATV00669,Fernanda,2025-01-16,Sucesso
PTC006515,ATV00184,João,2025-04-05,Falha
PTC006516,ATV00179,Fernanda,2025-05-21,Falha
PTC006517,ATV00940,João,2025-03-03,Falha
PTC006518,ATV00879,Marina,2025-01-31,Falha
PTC006519,ATV00660,Marina,2025-01-10,Falha
PTC006520,ATV00302,Carlos,2025-03-27,Sucesso
PTC006521,ATV00245,Lucas,2025-04-21,Sucesso
PTC006522,ATV00986,Carlos,2025-02-01,Falha
PTC006523,ATV00251,Carlos,2025-01-26,Falha
PTC006524,ATV00547,João,2025-02-20,Sucesso
PTC006525,ATV00774,Carlos,2025-01-12,Sucesso
PTC006526,ATV00734,João,2025-02-02,Sucesso
PTC006527,ATV00700,Marina,2025-04-16,Falha
PTC006528,ATV00029,Lucas,2025-05-12,Falha
PTC006529,ATV00916,Lucas,2024-12-13,Sucesso
PTC006530,ATV00897,Marina,2025-03-24,Falha
PTC006531,ATV00153,Fernanda,2024-12-23,Falha
PTC006532,ATV00942,Carlos,2025-05-14,Falha
PTC006533,ATV00665,João,2025-03-12,Falha
PTC006534,ATV00581,Lucas,2025-03-24,Falha
PTC006535,ATV00126,Marina,2024-12-01,Sucesso
PTC006536,ATV00771,João,2025-03-02,Falha
PTC006537,ATV00897,Lucas,2025-04-03,Sucesso
PTC006538,ATV00819,Carlos,2025-04-14,Sucesso
PTC006539,ATV00909,Lucas,2025-02-06,Falha
PTC006540,ATV00076,Carlos,2025-02-26,Falha
PTC006541,ATV00265,João,2025-02-20,Sucesso
PTC006542,ATV00841,Marina,2025-05-07,Falha
PTC006543,ATV00963,Carlos,2025-05-04,Sucesso
PTC006544,ATV00405,Marina,2025-04-22,Sucesso
PTC006545,ATV00079,João,2025-02-25,Sucesso
PTC006546,ATV00144,Fernanda,2025-05-04,Falha
PTC006547,ATV00376,João,2025-05-14,Sucesso
PTC006548,ATV00203,Lucas,2025-02-13,Sucesso
PTC006549,ATV00621,Lucas,2024-12-31,Falha
PTC006550,ATV00773,Lucas,2025-03-03,Falha
PTC006551,ATV00263,João,2025-04-04,Sucesso
PTC006552,ATV00842,João,2025-01-12,Sucesso
PTC006553,ATV00935,João,2025-04-28,Falha
PTC006554,ATV00695,Carlos,2025-04-11,Falha
PTC006555,ATV00345,João,2025-01-14,Falha
PTC006556,ATV00257,João,2025-01-14,Falha
PTC006557,ATV00266,Carlos,2025-03-17,Sucesso
PTC006558,ATV00632,Lucas,2024-12-16,Falha
PTC006559,ATV00333,Carlos,2025-03-07,Sucesso
PTC006560,ATV00956,Lucas,2025-04-25,Sucesso
PTC006561,ATV00298,Lucas,2025-03-21,Falha
PTC006562,ATV00985,João,2025-02-14,Falha
PTC006563,ATV00868,Fernanda,2025-03-01,Falha
PTC006564,ATV00078,Carlos,2025-05-16,Sucesso
PTC006565,ATV00691,Fernanda,2025-03-01,Sucesso
PTC006566,ATV00126,João,2025-02-28,Sucesso
PTC006567,ATV00401,Lucas,2025-04-19,Sucesso
PTC006568,ATV00724,João,2025-03-10,Sucesso
PTC006569,ATV00632,Lucas,2025-02-11,Falha
PTC006570,ATV00996,João,2025-05-01,Sucesso
PTC006571,ATV00786,Carlos,2025-03-23,Sucesso
PTC006572,ATV00102,Carlos,2025-04-24,Sucesso
PTC006573,ATV00008,Fernanda,2025-04-28,Sucesso
PTC006574,ATV00214,Carlos,2024-12-05,Falha
PTC006575,ATV00297,Fernanda,2025-05-10,Falha
PTC006576,ATV00779,Carlos,2025-01-28,Falha
PTC006577,ATV00943,Marina,2024-12-21,Sucesso
PTC006578,ATV00479,Carlos,2025-01-18,Sucesso
PTC006579,ATV00079,Carlos,2025-03-12,Sucesso
PTC006580,ATV00774,Fernanda,2025-03-26,Falha
PTC006581,ATV00266,Lucas,2025-01-30,Falha
PTC006582,ATV00716,Lucas,2024-12-20,Falha
PTC006583,ATV00139,João,2025-03-28,Sucesso
PTC006584,ATV00544,Lucas,2025-02-23,Falha
PTC006585,ATV00123,Marina,2025-02-22,Falha
PTC006586,ATV00641,Carlos,2025-03-24,Sucesso
PTC006587,ATV00828,João,2025-03-04,Sucesso
PTC006588,ATV00792,Lucas,2025-03-18,Sucesso
PTC006589,ATV00391,Lucas,2025-02-22,Sucesso
PTC006590,ATV00869,Marina,2025-03-23,Falha
PTC006591,ATV00086,João,2025-04-14,Sucesso
PTC006592,ATV00023,Lucas,2025-02-26,Falha
PTC006593,ATV00498,Lucas,2025-04-21,Sucesso
PTC006594,ATV00481,Carlos,2024-12-20,Sucesso
PTC006595,ATV00669,Fernanda,2025-02-23,Sucesso
PTC006596,ATV00613,Lucas,2025-04-27,Falha
PTC006597,ATV00472,Lucas,2025-05-03,Falha
PTC006598,ATV00493,Fernanda,2025-02-10,Falha
PTC006599,ATV00700,Lucas,2025-01-30,Sucesso
PTC006600,ATV00943,Fernanda,2025-05-06,Falha
PTC006601,ATV00837,Lucas,2024-12-23,Sucesso
PTC006602,ATV00304,João,2025-04-20,Falha
PTC006603,ATV00526,João,2024-11-27,Falha
PTC006604,ATV00289,Fernanda,2024-12-18,Sucesso
PTC006605,ATV00507,Marina,2025-01-08,Sucesso
PTC006606,ATV00890,Lucas,2025-02-14,Falha
PTC006607,ATV00360,Fernanda,2025-01-22,Falha
PTC006608,ATV00009,Fernanda,2025-03-16,Falha
PTC006609,ATV00458,Lucas,2024-12-15,Falha
PTC006610,ATV00322,Lucas,2025-03-04,Sucesso
PTC006611,ATV00437,João,2025-02-19,Sucesso
PTC006612,ATV00783,Lucas,2025-05-05,Sucesso
PTC006613,ATV00179,Marina,2025-02-28,Sucesso
PTC006614,ATV00708,Marina,2025-05-11,Sucesso
PTC006615,ATV00468,Carlos,2025-04-08,Sucesso
PTC006616,ATV00755,Fernanda,2025-03-05,Falha
PTC006617,ATV00018,Carlos,2024-11-27,Falha
PTC006618,ATV00178,João,2025-01-15,Falha
PTC006619,ATV00882,Fernanda,2024-12-24,Sucesso
PTC006620,ATV00817,João,2025-03-23,Sucesso
PTC006621,ATV00242,Fernanda,2025-04-18,Sucesso
PTC006622,ATV00698,Fernanda,2025-03-15,Sucesso
PTC006623,ATV00715,João,2025-04-26,Falha
PTC006624,ATV00738,Lucas,2024-11-28,Sucesso
PTC006625,ATV00419,Marina,2025-01-21,Sucesso
PTC006626,ATV00767,Marina,2025-01-08,Falha
PTC006627,ATV00485,Carlos,2025-02-19,Falha
PTC006628,ATV00360,Marina,2024-12-21,Sucesso
PTC006629,ATV00567,Marina,2025-04-22,Falha
PTC006630,ATV00849,Fernanda,2025-05-11,Falha
PTC006631,ATV00488,Carlos,2025-01-26,Sucesso
PTC006632,ATV00121,Carlos,2025-05-04,Sucesso
PTC006633,ATV00548,Lucas,2025-01-24,Falha
PTC006634,ATV00614,Marina,2025-05-10,Falha
PTC006635,ATV00566,Carlos,2024-12-22,Falha
PTC006636,ATV00481,Carlos,2025-04-28,Sucesso
PTC006637,ATV00497,Fernanda,2025-01-05,Falha
PTC006638,ATV00429,Carlos,2025-04-30,Sucesso
PTC006639,ATV00101,João,2025-01-23,Sucesso
PTC006640,ATV00901,Carlos,2025-01-18,Sucesso
PTC006641,ATV00813,João,2025-02-15,Sucesso
PTC006642,ATV00570,Fernanda,2025-04-09,Sucesso
PTC006643,ATV00436,Lucas,2025-05-13,Sucesso
PTC006644,ATV00027,João,2025-04-28,Sucesso
PTC006645,ATV00184,Fernanda,2025-02-16,Falha
PTC006646,ATV00236,Fernanda,2025-04-04,Sucesso
PTC006647,ATV00984,Marina,2024-12-20,Sucesso
PTC006648,ATV00774,João,2025-05-06,Sucesso
PTC006649,ATV00776,Marina,2024-11-25,Sucesso
PTC006650,ATV00851,Fernanda,2025-02-15,Sucesso
PTC006651,ATV00005,João,2025-03-03,Falha
PTC006652,ATV00814,João,2025-01-02,Sucesso
PTC006653,ATV00661,Lucas,2025-03-11,Sucesso
PTC006654,ATV00730,Carlos,2025-04-08,Falha
PTC006655,ATV00880,Fernanda,2025-04-01,Sucesso
PTC006656,ATV00096,Lucas,2025-01-13,Sucesso
PTC006657,ATV00737,Marina,2025-02-06,Sucesso
PTC006658,ATV00714,João,2025-04-03,Falha
PTC006659,ATV00210,Lucas,2025-02-28,Falha
PTC006660,ATV00125,Fernanda,2025-02-19,Sucesso
PTC006661,ATV00658,Marina,2024-12-23,Falha
PTC006662,ATV00459,Fernanda,2025-03-23,Sucesso
PTC006663,ATV00629,Marina,2025-02-19,Sucesso
PTC006664,ATV00163,Lucas,2025-05-07,Falha
PTC006665,ATV00600,Marina,2025-01-10,Falha
PTC006666,ATV00636,Carlos,2025-03-12,Falha
PTC006667,ATV00964,João,2025-03-22,Falha
PTC006668,ATV00777,João,2025-01-18,Falha
PTC006669,ATV00158,João,2025-04-18,Sucesso
PTC006670,ATV00503,Fernanda,2025-01-13,Falha
PTC006671,ATV00423,Fernanda,2025-03-15,Sucesso
PTC006672,ATV00201,Carlos,2025-03-13,Falha
PTC006673,ATV00072,Fernanda,2025-04-20,Sucesso
PTC006674,ATV00856,Lucas,2024-12-31,Falha
PTC006675,ATV00394,Carlos,2025-04-28,Falha
PTC006676,ATV00574,Marina,2025-05-14,Sucesso
PTC006677,ATV00383,Lucas,2025-02-10,Falha
PTC006678,ATV00003,João,2025-01-25,Falha
PTC006679,ATV00128,Lucas,2025-04-10,Falha
PTC006680,ATV00401,João,2025-04-17,Sucesso
PTC006681,ATV00403,Marina,2024-12-19,Falha
PTC006682,ATV00769,Lucas,2025-02-26,Falha
PTC006683,ATV00442,Marina,2025-01-30,Sucesso
PTC006684,ATV00473,Marina,2024-11-30,Sucesso
PTC006685,ATV00389,Fernanda,2025-03-11,Sucesso
PTC006686,ATV00283,Lucas,2024-12-19,Sucesso
PTC006687,ATV00733,Fernanda,2025-01-01,Falha
PTC006688,ATV00522,João,2025-05-07,Falha
PTC006689,ATV00386,Fernanda,2025-05-17,Falha
PTC006690,ATV00526,Marina,2025-02-27,Falha
PTC006691,ATV00343,Fernanda,2025-02-15,Sucesso
PTC006692,ATV00428,João,2025-03-03,Sucesso
PTC006693,ATV00481,Carlos,2025-04-30,Falha
PTC006694,ATV00316,Fernanda,2024-12-05,Sucesso
PTC006695,ATV00840,Carlos,2025-03-23,Falha
PTC006696,ATV00440,Marina,2025-01-19,Sucesso
PTC006697,ATV00743,Lucas,2025-03-26,Sucesso
PTC006698,ATV00316,Marina,2025-04-13,Falha
PTC006699,ATV00478,Carlos,2025-02-01,Falha
PTC006700,ATV00997,Fernanda,2025-01-18,Falha
PTC006701,ATV00769,João,2024-11-27,Sucesso
PTC006702,ATV00175,João,2025-05-04,Falha
PTC006703,ATV00145,João,2025-05-03,Falha
PTC006704,ATV00612,Lucas,2025-02-13,Falha
PTC006705,ATV00618,Marina,2025-02-05,Sucesso
PTC006706,ATV00918,Marina,2025-05-13,Sucesso
PTC006707,ATV00993,Marina,2025-05-21,Falha
PTC006708,ATV00087,Carlos,2025-04-14,Falha
PTC006709,ATV00276,João,2025-02-02,Sucesso
PTC006710,ATV00012,Fernanda,2025-01-10,Sucesso
PTC006711,ATV00086,Carlos,2024-12-12,Falha
PTC006712,ATV00192,Marina,2024-12-14,Falha
PTC006713,ATV00703,Lucas,2025-03-17,Falha
PTC006714,ATV00157,Carlos,2024-12-03,Falha
PTC006715,ATV00707,Carlos,2025-04-21,Falha
PTC006716,ATV00637,Carlos,2025-03-06,Sucesso
PTC006717,ATV00290,Fernanda,2025-05-12,Falha
PTC006718,ATV00610,Carlos,2024-12-24,Sucesso
PTC006719,ATV00986,Marina,2025-03-15,Falha
PTC006720,ATV00093,Fernanda,2025-01-14,Sucesso
PTC006721,ATV00012,Marina,2025-02-12,Sucesso
PTC006722,ATV00124,Lucas,2025-02-14,Sucesso
PTC006723,ATV00217,Lucas,2025-02-08,Sucesso
PTC006724,ATV00640,Carlos,2025-03-05,Falha
PTC006725,ATV00927,Carlos,2024-12-21,Falha
PTC006726,ATV00397,Lucas,2025-01-23,Falha
PTC006727,ATV00590,Carlos,2025-04-19,Falha
PTC006728,ATV00998,Marina,2025-01-26,Falha
PTC006729,ATV00947,João,2024-12-19,Sucesso
PTC006730,ATV00848,Lucas,2024-12-06,Sucesso
PTC006731,ATV00774,Carlos,2025-02-19,Falha
PTC006732,ATV00311,Fernanda,2025-01-05,Falha
PTC006733,ATV00769,Carlos,2025-04-25,Falha
PTC006734,ATV00105,Lucas,2025-04-13,Sucesso
PTC006735,ATV00756,Marina,2025-02-23,Falha
PTC006736,ATV00107,Carlos,2025-03-15,Sucesso
